MSE,RMSE,NRMSE,MAE,R-squared
0.12309354466094867,0.3508468963250903,16.94912542633287,0.2688973707823938,0.5604723978835466
0.08831047668011749,0.2971707870570684,14.356076669423597,0.1813005311118687,0.6846715872559724
0.10798100214956224,0.32860462892290826,15.87461975472987,0.20592338039363997,0.6144344443109897
0.11386340620900577,0.33743652174743294,16.301281243837344,0.23764669153723675,0.5934302644569704
